A,E,A,14Z,Air Defense Artillery Senior Sergeant,55-2012.00,First-Line Supervisors of Weapons Specialists/Crew Members
A,E,A,15B,Aircraft Powerplant Repairer,49-3011.00,Aircraft Mechanics and Service Technicians
A,E,A,15D,Aircraft Powertrain Repairer,49-3011.00,Aircraft Mechanics and Service Technicians
A,E,A,15E,Unmanned Aircraft Systems Repairer,49-3011.00,Aircraft Mechanics and Service Technicians
A,E,A,15F,Aircraft Electrician,49-2091.00,Avionics Technicians
A,E,A,15G,Aircraft Structural Repairer,49-3011.00,Aircraft Mechanics and Service Technicians
A,E,A,15H,Aircraft Pneudraulics Repairer,49-3011.00,Aircraft Mechanics and Service Technicians
A,E,A,15J,OH-58D/Armament/Electrical/Avionics Systems Repairer,49-2091.00,Avionics Technicians
A,E,A,15K,Aircraft Components Repair Supervisor,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
A,E,A,15N,Avionic Mechanic,49-2091.00,Avionics Technicians
A,E,A,15P,Aviation Operations Specialist,53-2022.00,Airfield Operations Specialists
A,E,A,15Q,Air Traffic Control (ATC) Operator,53-2021.00,Air Traffic Controllers
A,E,A,15R,AH-64 Attack Helicopter Repairer,49-3011.00,Aircraft Mechanics and Service Technicians
A,E,A,15S,OH-58D Helicopter Repairer,49-3011.00,Aircraft Mechanics and Service Technicians
A,E,A,15T,UH-60 Helicopter Repairer,49-3011.00,Aircraft Mechanics and Service Technicians
A,E,A,15U,CH-47 Helicopter Repairer,49-3011.00,Aircraft Mechanics and Service Technicians
A,E,A,15V,Observation/Scout Helicopter Repairer (RC),49-3011.00,Aircraft Mechanics and Service Technicians
A,E,A,15W,Unmanned Aerial Vehicle (UAV) Operator,17-3024.00,Electro-Mechanical Technicians
A,E,A,15X,AH-64A Armament/Electrical/Avionics Systems Repairer,49-2091.00,Avionics Technicians
A,E,A,15Y,AH-64D Armament/Electrical/Avionics Systems Repairer,49-2091.00,Avionics Technicians
A,E,A,15Z,Aircraft Maintenance Senior Sergeant,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
A,E,A,18B,Special Forces Weapons Sergeant,55-3018.00,Special Forces
A,E,A,18C,Special Forces Engineer Sergeant,55-3018.00,Special Forces
A,E,A,18D,Special Forces Medical Sergeant,55-3018.00,Special Forces
A,E,A,18E,Special Forces Communications Sergeant,55-3018.00,Special Forces
A,E,A,18F,Special Forces Assistant Operations and Intelligence Sergeant,55-3018.00,Special Forces
A,E,A,18X,Special Forces Candidate Training Accession Reporting Code,55-3018.00,Special Forces
A,E,A,18Z,Special Forces Senior Sergeant,55-2013.00,First-Line Supervisors of All Other Tactical Operations Specialists
A,E,A,19D,Cavalry Scout,55-3013.00,Armored Assault Vehicle Crew Members
A,E,A,19K,M1 Armor Crewman,55-3013.00,Armored Assault Vehicle Crew Members
A,E,A,19Z,Armor Senior Sergeant,55-2012.00,First-Line Supervisors of Weapons Specialists/Crew Members
A,E,A,25B,Information Technology Specialist,43-9011.00,Computer Operators
A,E,A,25C,Radio Operator-Maintainer,27-4013.00,Radio Operators
A,E,A,25D,Cyber Network Defender,15-1122.00,Information Security Analysts
A,E,A,25D,Cyber Network Defender,15-1142.00,Network and Computer Systems Administrators
A,E,A,25E,Electromagnetic Spectrum Manager,43-2099.00,"Communications Equipment Operators, All Other"
A,E,A,25L,Cable Systems Installer-Maintainer,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
A,E,A,25L,Cable Systems Installer-Maintainer,49-9052.00,Telecommunications Line Installers and Repairers
A,E,A,25M,Multimedia Illustrator,27-1014.00,Multimedia Artists and Animators
A,E,A,25N,Nodal Network Systems Operator-Maintainer,15-1142.00,Network and Computer Systems Administrators
A,E,A,25P,Microwave Systems Operator-Maintainer,27-4013.00,Radio Operators
A,E,A,25P,Microwave Systems Operator-Maintainer,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
A,E,A,25P,Microwave Systems Operator-Maintainer,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
A,E,A,25Q,Multichannel Transmission Systems Operator-Maintainer,27-4013.00,Radio Operators
A,E,A,25Q,Multichannel Transmission Systems Operator-Maintainer,43-2099.00,"Communications Equipment Operators, All Other"
A,E,A,25Q,Multichannel Transmission Systems Operator-Maintainer,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
A,E,A,25R,Visual Information Equipment Operator-Maintainer,27-4011.00,Audio and Video Equipment Technicians
A,E,A,25R,Visual Information Equipment Operator-Maintainer,49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers
A,E,A,25S,Satellite Communications Systems Operator-Maintainer,43-2099.00,"Communications Equipment Operators, All Other"
A,E,A,25S,Satellite Communications Systems Operator-Maintainer,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
A,E,A,25S,Satellite Communications Systems Operator-Maintainer,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
A,E,A,25S,Satellite Communications Systems Operator-Maintainer,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
A,E,A,25T,Satellite/Microwave Systems Chief,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
A,E,A,25U,Signal Support Systems Specialist,27-4013.00,Radio Operators
A,E,A,25U,Signal Support Systems Specialist,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
A,E,A,25U,Signal Support Systems Specialist,49-9052.00,Telecommunications Line Installers and Repairers
A,E,A,25V,Combat Documentation/Production Specialist,27-4013.00,Radio Operators
A,E,A,25V,Combat Documentation/Production Specialist,27-4031.00,"Camera Operators, Television, Video, and Motion Picture"
A,E,A,25W,Telecommunications Operations Chief,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
A,E,A,25X,Chief Signal NCO,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
A,E,A,25Z,Visual Information Operations Chief,27-2012.03,Program Directors
A,E,A,25Z,Visual Information Operations Chief,27-2012.05,Technical Directors/Managers
A,E,A,25Z,Visual Information Operations Chief,27-4031.00,"Camera Operators, Television, Video, and Motion Picture"
A,E,A,27D,Paralegal Specialist,23-2011.00,Paralegals and Legal Assistants
A,E,A,29E,Electronic Warfare Specialist,55-3019.00,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other"
A,E,A,31B,Military Police,33-3051.01,Police Patrol Officers
A,E,A,31D,CID Special Agent,33-3021.03,Criminal Investigators and Special Agents
A,E,A,31E,Internment/Resettlement Specialist,33-3012.00,Correctional Officers and Jailers
A,E,A,31K,Working Dog Handler,33-3051.01,Police Patrol Officers
A,E,A,35F,Intelligence Analyst,55-3019.00,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other"
A,E,A,35G,Geospatial Intelligence Imagery Analyst,17-1021.00,Cartographers and Photogrammetrists
A,E,A,35G,Geospatial Intelligence Imagery Analyst,17-3031.02,Mapping Technicians
A,E,A,35L,Counter Intelligence Agent,55-3019.00,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other"
A,E,A,35M,Human Intelligence Collector,27-3091.00,Interpreters and Translators
A,E,A,35N,Signals Intelligence Analyst,27-4013.00,Radio Operators
A,E,A,35P,Cryptologic Linguist,27-3091.00,Interpreters and Translators
A,E,A,35P,Cryptologic Linguist,27-4013.00,Radio Operators
A,E,A,35Q,Cryptologic Network Warfare Specialist,15-1122.00,Information Security Analysts
A,E,A,35S,Signals Collector/Analyst,55-3019.00,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other"
A,E,A,35T,Military Intelligence (MI) Systems Maintainer/Integrator,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
A,E,A,35X,Intelligence Senior Sergeant/Chief Intelligence Sergeant,55-2013.00,First-Line Supervisors of All Other Tactical Operations Specialists
A,E,A,35Y,Chief Counterintelligence/Human Intelligence Sergeant,55-2013.00,First-Line Supervisors of All Other Tactical Operations Specialists
A,E,A,35Z,Signals Intelligence (SIGINT) Senior Sergeant/SIGINT Chief,55-2013.00,First-Line Supervisors of All Other Tactical Operations Specialists
A,E,A,36B,Financial Management Technician,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks"
A,E,A,37F,Psychological Operations Specialist,55-3019.00,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other"
A,E,A,38B,Civil Affairs Specialist,13-1199.04,Business Continuity Planners
A,E,A,42A,Human Resources Specialist,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping"
A,E,A,42R,Musician,27-2042.02,"Musicians, Instrumental"
A,E,A,42S,Special Band Musician,27-2042.02,"Musicians, Instrumental"
A,E,A,46Q,Public Affairs Specialist,27-3031.00,Public Relations Specialists
A,E,A,46R,Public Affairs Broadcast Specialist,27-3011.00,Radio and Television Announcers
A,E,A,46R,Public Affairs Broadcast Specialist,27-3021.00,Broadcast News Analysts
A,E,A,46R,Public Affairs Broadcast Specialist,27-3022.00,Reporters and Correspondents
A,E,A,46Z,Chief Public Affairs NCO,27-3031.00,Public Relations Specialists
A,E,A,51C,"Acquisition, Logistics & Technology (AL&T)  Contracting NCO",43-3061.00,Procurement Clerks
A,E,A,56M,Chaplain Assistant,21-2099.00,"Religious Workers, All Other"
A,E,A,68A,Biomedical Equipment Specialist,49-9062.00,Medical Equipment Repairers
A,E,A,68B,Orthopedic Specialist,29-2099.00,"Health Technologists and Technicians, All Other"
A,E,A,68C,Practical Nursing Specialist,29-2061.00,Licensed Practical and Licensed Vocational Nurses
A,E,A,68D,Operating Room Specialist,29-2055.00,Surgical Technologists
A,E,A,68E,Dental Specialist,29-2021.00,Dental Hygienists
A,E,A,68E,Dental Specialist,31-9091.00,Dental Assistants
A,E,A,68F,Physical Therapy Specialist,31-2021.00,Physical Therapist Assistants
A,E,A,68G,Patient Administration Specialist,29-2071.00,Medical Records and Health Information Technicians
A,E,A,68H,Optical Laboratory Specialist,51-9083.00,Ophthalmic Laboratory Technicians
A,E,A,68J,Medical Logistics Specialist,43-5071.00,"Shipping, Receiving, and Traffic Clerks"
A,E,A,68K,Medical Laboratory Specialist,29-2011.00,Medical and Clinical Laboratory Technologists
A,E,A,68L,Occupational Therapy Specialist,31-2011.00,Occupational Therapy Assistants
A,E,A,68M,Nutrition Care Specialist,35-2012.00,"Cooks, Institution and Cafeteria"
A,E,A,68N,Cardiovascular Specialist,29-2031.00,Cardiovascular Technologists and Technicians
A,E,A,68P,Radiology Specialist,29-2034.00,Radiologic Technologists
A,E,A,68Q,Pharmacy Specialist,29-2052.00,Pharmacy Technicians
A,E,A,68R,Veterinary Food Inspection Specialist,45-2011.00,Agricultural Inspectors
A,E,A,68S,Preventive Medicine Specialist,29-9011.00,Occupational Health and Safety Specialists
A,E,A,68T,Animal Care Specialist,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers
A,E,A,68U,"Ear, Nose, and Throat (ENT) Specialist",29-2099.00,"Health Technologists and Technicians, All Other"
A,E,A,68V,Respiratory Specialist,29-2054.00,Respiratory Therapy Technicians
A,E,A,68W,Health Care Specialist,29-2041.00,Emergency Medical Technicians and Paramedics
A,E,A,68X,Behavioral Health Specialist,29-2053.00,Psychiatric Technicians
A,E,A,68Y,Eye Specialist,29-2099.05,Ophthalmic Medical Technologists
A,E,A,68Z,Chief Medical NCO,11-9111.00,Medical and Health Services Managers
A,E,A,74D,"Chemical, Biological, Radiological, and Nuclear (CBRN) Specialist",47-4041.00,Hazardous Materials Removal Workers
A,E,A,79R,Recruiter,13-1071.00,Human Resources Specialists
A,E,A,79S,Career Counselor,13-1071.00,Human Resources Specialists
A,E,A,79T,Recruiting and Retention NCO (Army National Guard of the United States),13-1071.00,Human Resources Specialists
A,E,A,79V,Army Reserve Career Counselor (Army Reserve),13-1071.00,Human Resources Specialists
A,E,A,88H,Cargo Specialist,53-7199.00,"Material Moving Workers, All Other"
A,E,A,88K,Watercraft Operator,53-5021.02,"Mates- Ship, Boat, and Barge"
A,E,A,88L,Watercraft Engineer,53-5031.00,Ship Engineers
A,E,A,88M,Motor Transport Operator,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
A,E,A,88N,Transportation Management Coordinator,43-5011.00,Cargo and Freight Agents
A,E,A,88P,Railway Equipment Repairer (RC),49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
A,E,A,88P,Railway Equipment Repairer (RC),49-3043.00,Rail Car Repairers
A,E,A,88T,Railway Section Repairer (RC),47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
A,E,A,88U,Railway Operations Crewmember (RC),53-4011.00,Locomotive Engineers
A,E,A,88Z,Transportation Senior Sergeant,53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
A,E,A,89A,Ammunition Stock Control and Accounting Specialist,47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
A,E,A,89B,Ammunition Specialist,47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
A,E,A,89D,Explosive Ordnance Disposal Specialist,47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
A,E,A,91A,M1 Abrams Tank System Maintainer,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
A,E,A,91A,M1 Abrams Tank System Maintainer,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
A,E,A,91B,Wheeled Vehicle Repairer,49-3023.01,Automotive Master Mechanics
A,E,A,91B,Wheeled Vehicle Repairer,49-3023.02,Automotive Specialty Technicians
A,E,A,91C,Utilities Equipment Repairer,49-9021.02,Refrigeration Mechanics and Installers
A,E,A,91D,Power Generation Equipment Repairer,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
A,E,A,91E,Allied Trades Specialist,51-4041.00,Machinists
A,E,A,91F,Small Arms/Artillery Repairer,49-9099.00,"Installation, Maintenance, and Repair Workers, All Other"
A,E,A,91G,Fire Control Repairer,49-9069.00,"Precision Instrument and Equipment Repairers, All Other"
A,E,A,91H,Tracked Vehicle Repairer,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
A,E,A,91H,Tracked Vehicle Repairer,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
A,E,A,91J,Quartermaster and Chemical Equipment Repairer,49-9041.00,Industrial Machinery Mechanics
A,E,A,91L,Construction Equipment Repairer,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
A,E,A,91M,BRADLEY Fighting Vehicle System Maintainer,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
A,E,A,91M,BRADLEY Fighting Vehicle System Maintainer,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
A,E,A,91P,Self Propelled Artillery Systems Maintainer,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
A,E,A,91P,Self Propelled Artillery Systems Maintainer,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
A,E,A,91S,STRYKER Systems Maintainer,49-3023.01,Automotive Master Mechanics
A,E,A,91S,STRYKER Systems Maintainer,49-3023.02,Automotive Specialty Technicians
A,E,A,91S,STRYKER Systems Maintainer,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
A,E,A,91S,STRYKER Systems Maintainer,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
A,E,A,91X,Maintenance Supervisor,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
A,E,A,91Z,Senior Maintenance Supervisor,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
A,E,A,92A,Automated Logistical Specialist,43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard"
A,E,A,92F,Petroleum Supply Specialist,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
A,E,A,92G,Food Service Specialist,35-2012.00,"Cooks, Institution and Cafeteria"
A,E,A,92G,Food Service Specialist,35-2021.00,Food Preparation Workers
A,E,A,92L,Petroleum Laboratory Specialist,19-4041.02,Geological Sample Test Technicians
A,E,A,92M,Mortuary Affairs Specialist,39-9099.00,"Personal Care and Service Workers, All Other"
A,E,A,92R,Parachute Rigger,49-9093.00,"Fabric Menders, Except Garment"
A,E,A,92S,Shower/Laundry and Clothing Repair Specialist,49-9093.00,"Fabric Menders, Except Garment"
A,E,A,92S,Shower/Laundry and Clothing Repair Specialist,51-6011.00,Laundry and Dry-Cleaning Workers
A,E,A,92W,Water Treatment Specialist,51-8031.00,Water and Wastewater Treatment Plant and System Operators
A,E,A,92Y,Unit Supply Specialist,43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard"
A,E,A,92Z,Senior Noncommissioned Logistician,13-1081.00,Logisticians
A,E,A,94A,Land Combat Electronic Missile System Repairer,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
A,E,A,94D,Air Traffic Control Equipment Repairer,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
A,E,A,94E,Radio and Communications Security (COMSEC) Repairer,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
A,E,A,94F,Computer/Detection Systems Repairer,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
A,E,A,94F,Computer/Detection Systems Repairer,49-2098.00,Security and Fire Alarm Systems Installers
A,E,A,94H,"Test, Measurement, and Diagnostic Equipment (TMDE) Maintenance Support Specialist",49-9069.00,"Precision Instrument and Equipment Repairers, All Other"
A,E,A,94M,Radar Repairer,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
A,E,A,94P,Multiple Launch Rocket System (MLRS) Repairer,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
A,E,A,94R,Avionic and Survivability Equipment Repairer,49-2091.00,Avionics Technicians
A,E,A,94S,PATRIOT System Repairer,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
A,E,A,94T,AVENGER System Repairer,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
A,E,A,94W,Electronic Maintenance Chief,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
A,E,A,94X,Senior Missile Systems Maintainer,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
A,E,A,94Y,Integrated Family of Test Equipment (IFTE) Operator and Maintainer,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
A,E,A,94Z,Senior Electronic Maintenance Chief,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
A,E,O,00B,Diver,49-9092.00,Commercial Divers
A,E,O,00C,Dog Trainer,39-2011.00,Animal Trainers
A,E,O,00E,Recruiter,13-1071.00,Human Resources Specialists
A,E,O,00H,Enlisted Aide,39-9099.00,"Personal Care and Service Workers, All Other"
A,E,O,00J,Club/Community Activities Manager,39-9032.00,Recreation Workers
A,E,O,00R,Recruiter/Retention NCO,13-1071.00,Human Resources Specialists
A,E,O,00U,Equal Opportunity Specialist,13-1041.04,Government Property Inspectors and Investigators
A,E,O,01B,Electrical-Electronic Engineering Assistant,17-3023.00,Electrical and Electronic Engineering Technicians
A,E,O,01C,Mechanical Engineering Assistant,17-3027.00,Mechanical Engineering Technicians
A,E,O,01D,Civil Engineering Assistant,17-3022.00,Civil Engineering Technicians
A,E,O,01E,Mathematics-Statistics Assistant,43-9111.00,Statistical Assistants
A,E,O,01F,Physical Sciences Assistant,19-4099.00,"Life, Physical, and Social Science Technicians, All Other"
A,E,O,01G,Chemical Engineering Assistant,19-4031.00,Chemical Technicians
A,E,O,01H,Biological Sciences Assistant,19-4021.00,Biological Technicians
A,E,O,01K,Personnel Psychology Specialist,31-1013.00,Psychiatric Aides
A,E,O,02A,Army Bandperson,27-2042.00,Musicians and Singers
A,E,O,02B,Cornet or Trumpet Player,27-2042.02,"Musicians, Instrumental"
A,E,O,02C,Euphonium Player,27-2042.02,"Musicians, Instrumental"
A,E,O,02D,French Horn Player,27-2042.02,"Musicians, Instrumental"
A,E,O,02E,Trombone Player,27-2042.02,"Musicians, Instrumental"
A,E,O,02F,Tuba Player,27-2042.02,"Musicians, Instrumental"
A,E,O,02G,Flute or Piccolo Player,27-2042.02,"Musicians, Instrumental"
A,E,O,02H,Oboe Player,27-2042.02,"Musicians, Instrumental"
A,E,O,02J,Clarinet Player,27-2042.02,"Musicians, Instrumental"
A,E,O,02K,Bassoon Player,27-2042.02,"Musicians, Instrumental"
A,E,O,02L,Saxophone Player,27-2042.02,"Musicians, Instrumental"
A,E,O,02M,Percussion Player,27-2042.02,"Musicians, Instrumental"
A,E,O,02N,Keyboard Player,27-2042.02,"Musicians, Instrumental"
A,E,O,02P,Brass Group Leader,27-2042.02,"Musicians, Instrumental"
A,E,O,02Q,Woodwind Group Leader,27-2042.02,"Musicians, Instrumental"
A,E,O,02R,Percussion Group Leader,27-2042.02,"Musicians, Instrumental"
A,E,O,02S,Special Bands Member,27-2042.00,Musicians and Singers
A,E,O,02T,Guitar Player,27-2042.02,"Musicians, Instrumental"
A,E,O,02U,Electric Bass Player,27-2042.02,"Musicians, Instrumental"
A,E,O,02Z,Bands Senior Sergeant,27-2041.01,Music Directors
A,E,O,03B,Performing Arts Specialist,27-2011.00,Actors
A,E,O,03C,Physical Activities Specialist,27-2021.00,Athletes and Sports Competitors
A,E,O,03D,Arts & Crafts Specialist,27-1012.00,Craft Artists
A,E,O,03Z,Special Services Senior Sergeant,39-1021.00,First-Line Supervisors of Personal Service Workers
A,E,O,03Z,Special Services Senior Sergeant,39-9032.00,Recreation Workers
A,E,O,04B,Translator-Interpreter,27-3091.00,Interpreters and Translators
A,E,O,04C,Expert Linguist,27-3091.00,Interpreters and Translators
A,E,O,05B,Radio Operator,27-4013.00,Radio Operators
A,E,O,05C,Radio Teletype Operator,27-4013.00,Radio Operators
A,E,O,05D,EW/SIGINT Emitter Identifier/Locator,27-4013.00,Radio Operators
A,E,O,05E,Voice-Radio Operator,27-4013.00,Radio Operators
A,E,O,05F,Radio Teletypewriter Operator (Non-Morse),27-4013.00,Radio Operators
A,E,O,05G,Signal Security Specialist,27-4013.00,Radio Operators
A,E,O,05H,EW/SIGINT Morse Interceptor,27-4013.00,Radio Operators
A,E,O,05K,EW/SIGINT Non-Morse Interceptor,27-4013.00,Radio Operators
A,E,O,11D,Armor Reconnaissance Specialist,55-3013.00,Armored Assault Vehicle Crew Members
A,E,O,11E,Armor Crewman,55-3013.00,Armored Assault Vehicle Crew Members
A,E,O,11H,Heavy Antiarmor Weapons Infantryman,55-3016.00,Infantry
A,E,O,11L,Infantry Senior Sergeant,55-2013.00,First-Line Supervisors of All Other Tactical Operations Specialists
A,E,O,11M,Fighting Vehicle Infantryman,55-3016.00,Infantry
A,E,O,12A,Pioneer,47-4099.00,"Construction and Related Workers, All Other"
A,E,O,12B,Combat Engineer,47-4099.00,"Construction and Related Workers, All Other"
A,E,O,12C,Bridge Crewmember,47-4099.00,"Construction and Related Workers, All Other"
A,E,O,12D,Powered Bridge Specialist,47-2073.00,Operating Engineers and Other Construction Equipment Operators
A,E,O,12E,Atomic Demolition Munitions Specialist,47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
A,E,O,12F,Engineer Tracked Vehicle Crewman,47-2073.00,Operating Engineers and Other Construction Equipment Operators
